email_text,type
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 10:42:38
Notification Policy:    Willowvale Gensets Test test
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_7E2615C1
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Admin Number is: 0778646967
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 1
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 10:27:09
Notification Time:      07/25/23 10:55:09
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_C36DCF1A
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 1
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 11:00:38
Notification Policy:    Tendo_NOC
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_A393E8F4
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 2
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 10:27:09
Notification Time:      07/25/23 11:20:09
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_C36DCF1A
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Delta Cripps DC_Genset not inAuto
",Alarm
"Delta Cripps DC_Genset running
",Informational
"Delta Cripps DC_Genset back inAuto
",Informational
"Delta Cripps stopped running
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 2
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 11:25:38
Notification Policy:    Tendo_NOC
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_A393E8F4
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 1
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 10:27:09
Notification Time:      07/25/23 11:37:09
Notification Policy:    Willowvale Gensets Test test
Action Name:    Tendo
Alert ID:       nbErrorCond_D9801C4E
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 1
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 11:42:38
Notification Policy:    Willowvale Gensets Test test
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_7E2615C1
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 3
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 10:27:09
Notification Time:      07/25/23 11:45:09
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_C36DCF1A
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 3
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 11:50:38
Notification Policy:    Tendo_NOC
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_A393E8F4
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Ewz WvlMains Restored
",Informational
"Ewz Wvl GenB stopped
",Informational
"Ewz Wvl 700KVA GenA stopped
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 4
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 10:27:09
Notification Time:      07/25/23 12:10:09
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_C36DCF1A
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 4
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 12:15:38
Notification Policy:    Tendo_NOC
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_A393E8F4
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 5
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 10:27:09
Notification Time:      07/25/23 12:35:09
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_C36DCF1A
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 2
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 10:27:09
Notification Time:      07/25/23 12:37:09
Notification Policy:    Willowvale Gensets Test test
Action Name:    Tendo
Alert ID:       nbErrorCond_D9801C4E
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 5
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 12:40:38
Notification Policy:    Tendo_NOC
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_A393E8F4
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 2
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 12:42:38
Notification Policy:    Willowvale Gensets Test test
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_7E2615C1
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 6
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 10:27:09
Notification Time:      07/25/23 13:00:09
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_C36DCF1A
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 6
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 13:05:38
Notification Policy:    Tendo_NOC
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_A393E8F4
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 13:16:10
Notification Time:      07/25/23 13:19:10
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_27010CDB
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"MEGAPAK PET 1 GENERATOR : Daily start has been initiated.
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 13:16:10
Notification Time:      07/25/23 13:26:10
Notification Policy:    Willowvale Gensets Test test
Action Name:    Tendo
Alert ID:       nbErrorCond_3E44FD06
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 7
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 13:30:38
Notification Policy:    Tendo_NOC
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_A393E8F4
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 3
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 13:42:38
Notification Policy:    Willowvale Gensets Test test
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_7E2615C1
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 1
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 13:16:10
Notification Time:      07/25/23 13:44:10
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_27010CDB
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 8
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 13:55:38
Notification Policy:    Tendo_NOC
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_A393E8F4
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 2
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 13:16:10
Notification Time:      07/25/23 14:09:10
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_27010CDB
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 9
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 14:20:38
Notification Policy:    Tendo_NOC
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_A393E8F4
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 1
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 13:16:10
Notification Time:      07/25/23 14:26:10
Notification Policy:    Willowvale Gensets Test test
Action Name:    Tendo
Alert ID:       nbErrorCond_3E44FD06
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 3
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 13:16:10
Notification Time:      07/25/23 14:34:10
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_27010CDB
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 4
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 14:42:38
Notification Policy:    Willowvale Gensets Test test
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_7E2615C1
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 10
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 14:45:38
Notification Policy:    Tendo_NOC
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_A393E8F4
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 4
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 13:16:10
Notification Time:      07/25/23 14:59:10
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_27010CDB
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 11
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 15:10:38
Notification Policy:    Tendo_NOC
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_A393E8F4
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 5
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 13:16:10
Notification Time:      07/25/23 15:24:10
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_27010CDB
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 2
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 13:16:10
Notification Time:      07/25/23 15:26:10
Notification Policy:    Willowvale Gensets Test test
Action Name:    Tendo
Alert ID:       nbErrorCond_3E44FD06
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 12
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 15:35:38
Notification Policy:    Tendo_NOC
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_A393E8F4
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 5
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 15:42:38
Notification Policy:    Willowvale Gensets Test test
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_7E2615C1
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 6
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 13:16:10
Notification Time:      07/25/23 15:49:10
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_27010CDB
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 13
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 16:00:38
Notification Policy:    Tendo_NOC
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_A393E8F4
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"MEFMI sms monitoring system online
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 7
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 13:16:10
Notification Time:      07/25/23 16:14:10
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_27010CDB
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 14
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 16:25:38
Notification Policy:    Tendo_NOC
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_A393E8F4
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 3
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 13:16:10
Notification Time:      07/25/23 16:26:10
Notification Policy:    Willowvale Gensets Test test
Action Name:    Tendo
Alert ID:       nbErrorCond_3E44FD06
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
